id,question
2787,Why is throwing up considered a natural instinct when eating?
162,Can I get caraboo milk from the store?
162,What type of milk works best for you?
162,Do you think the potatoes were different?
162,How can I warm the milk quickly?
162,Did the milk look the same as the video?
725,What are people's views on ashwagandha and its effects on digestion?
725,How should one approach the challenge of consuming healthy foods if they are very addictive?
725,What are some alternatives to dairy for someone whose mom hates it?
725,How can raw food diet changes impact digestion for someone returning to carbs?
725,"What traditional dishes from different cultures include raw meat, and how are they perceived in the West?"
4371,What insights does the application provide about sexually transmitted diseases such as syphilis?
4371,How do wild forest greens benefit our health when included in a salad bowl?
4371,What does the expert say about fruits being natural food for humans?
4371,What advice did Aajonus give Byron regarding his possible syphilis diagnosis?
4371,What are the potential risks associated with taking medication for syphilis according to Aajonus?
402,What cultural influences are mentioned in relation to physical development?
402,How do attractive women influence men's dating expectations?
402,Why is it suggested that men have lower dating standards compared to women?
402,What psychological aspect is highlighted regarding women's mate selection?
402,How does the conversation differentiate between interactions among men versus those involving women?
2165,Is cucumber and pepper available in your area?
2165,What other vegetables are you consuming?
2165,How does the agricultural situation in your country affect access to fresh produce?
2165,What differences have you noticed between Europe and America regarding support for farmers?
2165,"Where can you find raw cream and vegetables like cucumber, pepper, and garlic?"
378,What link are you referring to for more information?
378,How long did you leave it in the fridge?
378,How much water can it take after being in the fridge?
378,What does the duration in the fridge explain?
378,What country do you live in?
2556,What does the term 'Soyboy' refer to in this context?
2556,Who are the 'they' mentioned in the conversation?
2556,What is the obvious point that almost nobody seems to understand?
2556,What might be meant by 'primal mixed babies'?
2556,Who should try the mentioned concept with primal mixed babies?
1127,What are some methods to flush out negative energy from the body?
1127,Is there a specific technique for removing negative energy?
1127,Can anyone share experiences on clearing negative energy?
1127,Are there exercises or practices that help in detoxifying negative energy?
1127,What should I do to effectively get rid of negative energy?
3524,What is the advantage of having room temperature milk ready to use?
3524,Can you explain the swishing technique mentioned?
3524,Why is patience suggested when milk is available at room temperature?
3524,Are there any benefits to using the swishing technique?
3524,Is patience truly necessary in this context?
2706,What dietary changes are you planning to implement to manage your condition?
2706,What specific strategies are you considering to address your health?
2706,How have you been educating yourself about diabetes management over the years?
2706,"What resources, like PDFs, have you found helpful for diabetes types 1 and 2?"
2706,Is there a particular video or source you recommend for learning about diabetes?
4447,Is farmed salmon roe considered toxic for consumption?
4447,What is the significance of boron in relation to farmed salmon roe?
4447,Why is it recommended to drink plenty of fluids for those consuming farmed salmon roe?
4447,What are the potential issues with the diet of farmed fish?
4447,What does vaccinating fish involve and why is it being considered in Norway?
1201,What types of wild fruits do I have access to?
1201,"How should I combine wild apples, tomatoes, berries, and grapes in my diet?"
1201,What do I need to do in order to search for keywords in Aajonus's books?
1201,Where can I find the search icon in the PDF version of the book?
1201,How often should I eat the wild fruits mentioned?
1585,How can I determine if I need to alkalize my body?
1585,Is checking the pH value from urine an effective method?
1585,What are the beneficial properties of beetroot?
1585,Why might beetroot have negative effects on health for some individuals?
1585,What did Aajonus understand about juicing before his death?
1319,Why might I need to lose weight if meat is repulsive to me?
1319,What are the consequences of doing a quick detox like flushes?
1319,How does eating high meat help maintain gut flora?
1319,What role does raw fat play in the release of gallstones and liverstones?
1319,Why are lymph baths considered important in a raw primal diet?
1501,What are the benefits of consuming raw unsalted butter?
1501,Is there any connection between raw fat consumption and gallstones?
1501,How can one prepare for a liver flush using raw fat?
1501,What role do lymph baths play in detoxification?
1501,Can eating raw fat help in expelling gallstones?
3939,What are the favorite organs mentioned in the conversation?
3939,How does the person describe the raw item mentioned in reference to heating or cooling?
3939,What are the frequencies associated with 5G technology as mentioned in the record?
3939,What is the suggested timing for consuming high meat after green juice?
3939,What ingredients are mentioned that might enhance the healing effect of the rotten meat?
679,What specific symptoms have been affecting you for the past month?
679,Why are you concerned about the nut formula in relation to your health issues?
679,How might the consumption of raw milk and raw eggs be impacting your sleep and energy levels?
679,Have you considered trying a zero-carb diet to improve your current state?
679,"What activities do you find less enjoyable due to your fatigue, and how does it affect your overall quality of life?"
1288,What are the benefits of eating zucchini according to your experience?
1288,Can you explain what iridology is and how it relates to Aajonus' teachings?
1288,What is the significance of eating foods that are in season and local to your habitat?
1288,"How does seasonal change affect your primal diet, particularly regarding red meat?"
1288,What changes have you noticed in your body when consuming red meat again as the weather cools down?
2331,Is it really feasible to avoid eating pizza?
2331,How did you manage to avoid pizza?
2331,What strategies did you find helpful in not eating pizza?
2331,Did you face any challenges while trying to avoid pizza?
2331,What are some alternatives to pizza that you enjoy?
4901,What specific health issues are you experiencing?
4901,How long have you been eating raw food?
4901,Are you following a strict raw food diet?
4901,What changes have you noticed since starting to eat raw?
4901,What motivated you to start eating raw food?
2948,Where can I find the link to purchase the item you mentioned?
2948,What is the significance of red cabbage in terms of health benefits?
2948,Can you explain more about the bone necklace you referred to?
2948,What are the benefits of using a seal bladder in wellness practices?
2948,How can lymphatic massage complement heat treatments for better health?
2767,How frequently should fresh kidney be consumed for optimal health?
2767,What is the suggested frequency for eating kidney?
2767,Is it advisable to consume kidney every other day?
2767,Can kidney be eaten once a week?
2767,What role do milk and minerals play in detoxification?
3375,Are there people consuming a high number of eggs in their diet?
3375,Is raw milk legal for sale in my area?
3375,What does he mean by telegram?
3375,How can I superboost the fermentation process?
3375,What benefits are associated with high egg consumption?
3426,What does it mean to heal your gut?
3426,Why do you think YouTube is the first option for information?
3426,What type of information do people receive about their channels on YouTube?
3426,What are the drawbacks of Dtube and Bitchute according to you?
3426,Are there other platforms besides YouTube that provide information about channel status?
5229,What is the recommended method for clabbering milk?
5229,How did eating papaya immediately after a meal affect your hunger?
5229,How often should toxic individuals wash their skin to release toxins?
5229,What ingredients were used in the lymph baths discussed?
5229,What was your observation after taking a milk bath?
1142,What are the benefits of reducing inflammatory foods in my diet during the healing process?
1142,How can I effectively manage my protein intake while also working on reducing coffee consumption?
1142,What has been the impact of including more fats in my diet on my overall health?
1142,Can you explain the purpose of certain tasty fruits and how they relate to seed dispersal?
1142,What exercises do you recommend that focus on hip movement for inline skating training?
5372,What was the flavor profile of the dish?
5372,Did you find it enjoyable to eat?
5372,Were there any specific tastes that stood out?
5372,How would you describe its overall taste?
5372,Would you recommend it based on its taste?
5628,How long do they stay fresh?
5628,What factors contribute to their longevity?
5628,Is there a specific storage method to extend freshness?
5628,Do certain types last longer than others?
5628,Can I preserve them in any other way?
4296,What happened to the crown on your tooth?
4296,How long ago was the crown added to your tooth?
4296,Why did the crown fall off recently?
4296,What did the dentist do after the crown fell off?
4296,Is the crown on the right side the same one that got removed?
3853,What were the main findings of the Pottenger Cat Study regarding raw versus cooked diets?
3853,How did the health of cats fed raw foods differ from those on cooked diets in the experiment?
3853,What impact did the cooked diet have on mother cats and their ability to nurse?
3853,Was it possible to regenerate health in subsequent generations after switching from a cooked diet to a raw one?
3853,Can you explain the significance of the Little Dipper constellation in your experiences with bear encounters?
3428,What does it mean when content is considered illegal in this context?
3428,Are there any options available to address the situation with support?
3428,What specific action should be taken to explain the situation to support?
3428,How can decentralized platforms help in sharing videos that might get removed?
3428,What alternatives are you considering for juicing if you find suitable ingredients?
1091,What happened to your wrist?
1091,Why did you fall from your bike?
1091,What caused you to fall on uneven terrain?
1091,How does unripe pineapple help with healing bones?
1091,Can you share more about your experience with the injury?
2195,What might cause a weight gain of 5 to 6 kg?
2195,Could the current weight change indicate a phase in my health journey?
2195,Is it normal to experience fluctuations in weight during a process?
2195,What steps can I take to address this weight gain?
2195,How do I know if I am truly in the middle of my health process?
5098,Does the information about frozen food also apply to frozen fish?
5098,What did Aajonus say about frozen fish in comparison to meat?
5098,Is frozen fish considered healthier than frozen meat according to Aajonus?
5098,How does frozen fish rank in terms of healthiness compared to frozen meat?
5098,What are people's thoughts on the health implications of frozen fish versus meat?
1523,What alternatives to terramine Clay are available in Europe?
1523,Can you recommend a clay similar to terramine Clay that's sold in Europe?
1523,Is there a European brand comparable to terramine Clay?
1523,What are the best substitutes for terramine Clay in the European market?
1523,Are there any clays in Europe that have similar properties to terramine Clay?
945,Can I simply discard the wrapping process?
945,Is it acceptable to put everything in without wrapping?
945,What happens if I don't wrap the content?
945,Will there be any issues if I skip the wrapping step?
945,Is there a reason to wrap the content before adding it?
3306,What ingredients did you use in the juice that caused stomach issues?
3306,How long did the painful symptoms last after consuming the juice?
3306,What inconsistency have you experienced with vegetable juices?
3306,Which ingredient did you find to be problem-free in the juice?
3306,How did the celery juice affect you during your experience?
1385,What are your thoughts on high quality pork and its benefits?
1385,How did your maternal instinct influence your dietary choices after having your first child?
1385,What changes have you noticed in your life after connecting with your instincts and intuition?
1385,Can you share your perspective on the relationship between malnutrition and personal growth?
1385,How do you feel about milk as a source of hydration?
4121,What specific type of detox are you referring to in your conversation?
4121,"Is your current diet limited to only drinking milk, or do you include other foods?"
4121,How often are you able to consume beef or fish in your meals?
4121,What additional ingredients do you use when you have meat meals?
4121,Can you recommend a budget-friendly EMF meter based on your findings?
2199,Is the reference to 'comrades' meant to be humorous?
2199,What primal activities does the user want to learn immediately?
2199,What is the political stance of the current Finnish leadership?
2199,What topics does the Finnish leader emphasize in speeches?
2199,Has there been a proposal regarding petrol-powered cars in Finland?
3592,What does Aajonus believe about the sources of health information?
3592,Can you explain what it means to not do them properly in this context?
3592,"What types of questions were answered in the Q&A session on December 14, 2008?"
3592,"Who provided the answers during the Q&A on December 14, 2008?"
3592,"What is the significance of the date December 14, 2008 in relation to Aajonus's teachings?"
5156,What types of lamb cuts are considered harder and less tender?
5156,Why should I avoid tender cuts of meat according to Ajjanus?
5156,Which parts of a lamb would be suitable for someone following these recommendations?
5156,What do hunter tribes do with tender cuts of meat?
5156,Are there specific cooking methods for harder cuts of lamb?
3823,Why aren't more people discussing the issues with vegetable oils?
3823,What is the general view about how news provides information?
3823,What is the relationship between humans and the creation of substances like alcohol and drugs?
3823,How are politicians described in terms of their background and education?
3823,What motivates some people to pursue careers in politics?
2093,What dairy products did you start consuming over the first few months?
2093,How did you feel about drinking raw milk initially?
2093,What foods seem to increase your hunger when consuming dairy?
2093,Which dairy item do you find you can never get full from?
2093,What did you enjoy eating alongside the raw milk?
4736,What type of steel are you using for the experiment?
4736,How long does the procedure take to complete?
4736,Is it possible to dry that specific piece first?
4736,Can you take another picture after drying the piece?
4736,What experimental methods are being applied in this case?
2035,What was your daily vegetable consumption before you experienced shortness of breath?
2035,"How long were you on the GAPS diet, and how did it affect your health?"
2035,What advice did the naturopath give regarding your meat consumption?
2035,What supplements were recommended to you after changing your diet?
2035,What happened to your gut health after you increased your vegetable intake?
3441,What are some alternatives to eating butter and honey together for dessert?
3441,Can you recommend a healthier fat option that might appeal to me?
3441,What has been your experience with raw meat and its taste?
3441,Why might butter and honey be considered too indulgent?
3441,How can I reduce my butter intake while still enjoying my meals?
5081,Why does Haku prefer raw butter?
5081,What are the benefits of consuming raw butter?
5081,Is there a difference between raw and processed butter?
5081,Can raw butter be part of a primal diet?
5081,What makes raw butter a better choice for Haku?
3502,How does eating eggs affect digestion?
3502,Is it common to experience diarrhoea after eating eggs?
3502,What could cause diarrhoea from egg consumption?
3502,Are there specific types of eggs that could trigger digestive issues?
3502,Should I avoid eggs if I have diarrhoea after eating them?
4614,What kind of meat do you order from Miller's Organic?
4614,Are the cows grass-fed and free from vaccines and antibiotics?
4614,How do you feel about the shipping costs from Miller's Organic?
4614,Do you prefer buying meat from local farms?
4614,Is the meat you order always fresh and never frozen?
3167,What are some health-related considerations when practicing self-defence and fighting skills?
3167,How should I approach my diet to ensure I'm not neglecting my health?
3167,What types of cuts of veal are available for purchase?
3167,Can you provide more insights on potential corruption in health advice?
3167,How can I balance learning fighting skills with maintaining my overall well-being?
2353,What are some noticeable improvements I can expect during my detox process?
2353,How does the frequency of washing my hair affect its health and appearance?
2353,"What should I anticipate feeling during detox, especially around my menstrual cycle?"
2353,Can you explain why the detox process might take years and what factors contribute to this timeline?
2353,"Why do many people seek quick solutions for health changes, and why are these often disappointing?"
3505,How can I install WhatsApp for a child without using a SIM card?
3505,What exactly is Chicken Noodle Soup Rosół?
3505,What does it mean to 'banish him forever'?
3505,Are there any alternative methods to install WhatsApp without a SIM?
3505,Can you explain the significance of Chicken Noodle Soup Rosół in a different context?
635,What should I do to bind the symptoms related to molding?
635,How long should I keep the berries outside the fridge?
635,What type of container is recommended for storing the berries?
635,How often do I need to air the jar containing the berries?
635,When can I start eating the berries after beginning the process?
1608,What are the potential anti-nutrient properties of celery juice?
1608,Did Aajonus promote celery juice as beneficial despite its anti-nutrient content?
1608,Are there any detrimental compounds found in celery juice?
1608,How does celery juice compare to other juices in terms of anti-nutrients?
1608,What should I consider about celery juice before consuming it?
2129,What are the reasons for wanting to reduce mucus production?
2129,How do cooked meals affect my overall well-being?
2129,What benefits does changing my screen color to black and white provide?
2129,Why are fruit juices considered problematic for blood sugar levels?
2129,What does detox refer to in relation to consuming fruit juices?
215,What kind of dehydrator do you have and why are you considering exchanging it?
215,Why have you developed a dislike for celery while following a raw veggie diet?
215,What tips have been helpful for you regarding your eating habits?
215,What do you think are the reasons for your discomfort with raw eggs?
215,How has your experience with raw veggies impacted your overall health?
4831,What is the shelf life of refrigerated raw butter?
4831,Is there any information about the preservation of raw butter?
4831,What prompted you to inquire about the shelf life of butter?
4831,Can you share details about the CNN article related to butter?
4831,Have you recently ordered raw butter for a specific reason?
1750,What do you mean by Holstein?
1750,Is Holstein a type of animal?
1750,Can you explain what Holstein refers to?
1750,Are there specific traits associated with Holstein?
1750,Is there a difference between Holstein and other breeds?
4155,What effect do raw eggs have on mucus production?
4155,Why is mucus important for asthma and lung diseases?
4155,Was the cheese used in the shakes raw and unsalted?
4155,Do you typically include raw eggs in your milkshakes?
4155,Can raw eggs be beneficial despite mucus production concerns?
4885,What are the requirements for organic milk in California?
4885,Why might someone prefer non-organic raw milk?
4885,Is there a difference in how cows are treated for organic and non-organic milk?
4885,What is the observation about depressed carnivores mentioned in the conversation?
4885,What does the term 'non-organic' imply in this context?
528,What type of cheese did you mention that is stored in the fridge?
528,How cool is the temperature where your cheese is stored?
528,What channel do you recommend for those interested in poop discussions?
528,What advice did someone give regarding dealing with boredom?
528,What do you say about the nature of vegans and their compassion?
1446,What kind of symptoms did you experience when you first started working in the high EMF environment?
1446,How did you manage to improve your condition after being surrounded by WiFi units?
1446,What methods did you explore for EMF protection besides grounding?
1446,Can you explain more about the natural therapist's technique for removing EMF radiation?
1446,How do you plan to continue grounding during the winter when it's too cold to walk barefoot?
3915,What is the relationship between flu and detoxification?
3915,Can flu symptoms be confused with other conditions?
3915,What differentiates flu from other illnesses?
3915,Are there any benefits to experiencing flu-like symptoms?
3915,How can I tell if I have the flu or something else?
1716,What should I prepare for in case my body detoxes after starting raw milk?
1716,Why is fermented milk suggested as easier to digest during the transition?
1716,How did you feel after drinking a substantial amount of raw milk despite experiencing gas and diarrhea?
1716,"What are your thoughts on the experiment you're conducting with raw milk, and how is it going so far?"
1716,What are the potential issues related to chemicals in our bodies when changing diets?
5020,What remedies can I use besides hot baths?
5020,Are there alternative remedies to consider for my issue?
5020,Can you suggest something instead of hot baths?
5020,What are some effective remedies apart from taking hot baths?
5020,Is there another option besides hot baths that I should try?
3166,In which country did this event happen?
3166,How many individuals died in this situation?
3166,Who is feeding the surviving individual?
3166,What type of food is being given to the survivor?
3166,How many survivors are there in total?
3699,Do you have access to raw milk where you live?
3699,Why do many people disregard pork fat in your area?
3699,What fats did you receive from the butcher this weekend?
3699,What is your opinion on the taste of grass-fed beef fat?
3699,Is it common for people to not need beef fat in Los Angeles?
1011,What complications should I be aware of regarding allergies or diabetes?
1011,How do you feel about the changes in your work environment with the new boss?
1011,Can you describe the dynamics of organizing work when someone prefers to take control?
1011,How has your previous experience as a technical boss impacted your current situation?
1011,What do you do to cope with feeling calm amidst work-related problems?
744,What is your opinion on the juicer?
744,Do you let the juice ferment after juicing?
744,What do you enjoy about fermenting the juice?
744,How do you use the juicer in your routine?
744,What benefits have you experienced from fermenting the juice?
2377,What is the typical cost of raw unsalted cheese in different countries?
2377,How often do you consume alcohol in social situations?
2377,What did you share with your friends when you hadn't seen them in a while?
2377,Why do some young people feel pressured to spend their wages on alcohol?
2377,How did you feel after sharing a beer after six months of not drinking?
5106,What was the term that you confused?
5106,Why did you feel confused about the term?
5106,Can you explain what you meant by the wrong term?
5106,How do you usually clarify such confusions?
5106,Is there a specific context where this confusion typically happens?
1244,Is it possible to find raw cheese in a supermarket?
1244,How often should I consume a small piece of food for health benefits?
1244,What steps should I take to properly support detoxification during illness?
1244,What should I do if I've eaten a bad egg while on a raw primal diet?
1244,How does cooking affect the toxins in eggs according to primal health beliefs?
5136,What storage solutions do you recommend for high meat when living with others?
5136,How do you minimize the odor of high meat in shared living spaces?
5136,What are some effective ways to cover jars of high meat?
5136,Can high meat be successfully stored at room temperature?
5136,"What should be done if high meat, like chicken, develops a strong smell?"
1229,What is Aajonus's perspective on the effects of MMS on the body?
1229,Can you explain the process by which sodium chlorite and an acidic substance create MMS?
1229,How does Aajonus suggest eliminating toxins and heavy metals naturally?
1229,What are some natural elements Aajonus mentions that help in the detoxification process?
1229,What advice does Aajonus give for maintaining health while going through detoxification?
233,Do the foods contain aluminium and mercury?
233,Why do you think it will be a cheesy week?
233,What are the benefits of eating raw meat?
233,Is low-quality meat really acceptable in a primal diet?
233,What contradictions do you see in eating raw versus cooked meat?
